I0101 00:00:07.460472 432] [MCU] Process0x03_0x37_0x01 - TaskID=0,sendID=0,recvcount=100,walkstate=0,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:42:21.424985 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=27400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:42:23.925251 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=27500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=2, Algorithm=0, Ultrasonic=0
I1211 20:42:26.424818 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=27600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:42:28.924983 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=27700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:42:31.424624 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=27800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:42:33.925889 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=27900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:42:36.425602 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=28000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:42:38.924918 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=28100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:42:41.425384 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=28200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:42:43.925725 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=28300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:42:46.425675 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=28400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:42:48.925797 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=28500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:42:51.425808 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=28600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:42:53.925714 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=28700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:42:56.425323 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=28800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:42:58.926185 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=28900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:01.425967 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=29000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:03.925755 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=29100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:06.426324 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=29200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:08.925513 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=29300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:11.425820 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=29400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:13.926074 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=29500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:16.426551 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=29600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:18.925678 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=29700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:21.425909 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=29800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:23.926538 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=29900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:26.425969 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=30000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:28.926304 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=30100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:31.427062 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=30200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:33.926405 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=30300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:36.426247 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=30400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:38.926826 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=30500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:41.426705 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=30600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:43.926424 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=30700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:46.426614 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=30800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:48.926826 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=30900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:51.426681 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=31000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:53.927156 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=31100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:56.427263 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=31200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:43:58.927738 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=31300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:01.427453 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=31400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:03.926977 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=31500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:06.427307 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=31600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:08.927459 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=31700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:11.427862 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=31800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:13.927692 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=31900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:16.427697 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=32000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:18.927843 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=32100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:21.427879 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=32200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:23.928097 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=32300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:26.427867 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=32400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:28.927718 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=32500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:31.427978 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=32600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:33.927960 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=32700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:36.428246 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=32800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:38.927842 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=32900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:41.428511 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=33000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:43.928479 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=33100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:46.428231 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=33200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:48.928524 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=33300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:51.428225 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=33400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:53.928970 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=33500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:56.428376 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=33600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:44:58.928270 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=33700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:01.430922 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=33800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:03.928364 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=33900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:06.428838 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=34000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:08.928520 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=34100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:11.429059 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=34200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:13.929221 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=34300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:16.429608 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=34400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:18.929441 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=34500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:21.428798 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=34600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:23.929512 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=34700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:26.429437 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=34800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:28.929427 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=34900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:31.429929 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=35000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:33.929783 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=35100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:36.429276 432] [MCU] Process0x03_0x37_0x01 - TaskID=10179,sendID=10179,recvcount=35200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:38.929109 432] [MCU] Process0x03_0x37_0x01 - TaskID=10180,sendID=10180,recvcount=35300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:41.429461 432] [MCU] Process0x03_0x37_0x01 - TaskID=10181,sendID=10181,recvcount=35400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:43.929251 432] [MCU] Process0x03_0x37_0x01 - TaskID=10183,sendID=10183,recvcount=35500,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=308, wheelR=-330, Algorithm=0, Ultrasonic=0
I1211 20:45:46.430148 432] [MCU] Process0x03_0x37_0x01 - TaskID=10183,sendID=10183,recvcount=35600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:48.929692 432] [MCU] Process0x03_0x37_0x01 - TaskID=10184,sendID=10184,recvcount=35700,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=102, wheelR=-106, Algorithm=0, Ultrasonic=0
I1211 20:45:51.429250 432] [MCU] Process0x03_0x37_0x01 - TaskID=10184,sendID=10184,recvcount=35800,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:45:53.929605 432] [MCU] Process0x03_0x37_0x01 - TaskID=10188,sendID=10188,recvcount=35900,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-374, wheelR=370, Algorithm=0, Ultrasonic=0
I1211 20:45:56.429883 432] [MCU] Process0x03_0x37_0x01 - TaskID=10190,sendID=10190,recvcount=36000,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=334, wheelR=-344, Algorithm=0, Ultrasonic=0
I1211 20:45:58.930207 432] [MCU] Process0x03_0x37_0x01 - TaskID=10191,sendID=10191,recvcount=36100,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-394, wheelR=374, Algorithm=0, Ultrasonic=0
I1211 20:46:01.429939 432] [MCU] Process0x03_0x37_0x01 - TaskID=10192,sendID=10192,recvcount=36200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:46:03.930224 432] [MCU] Process0x03_0x37_0x01 - TaskID=10195,sendID=10195,recvcount=36300,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-454, wheelR=460, Algorithm=0, Ultrasonic=0
I1211 20:46:06.429831 432] [MCU] Process0x03_0x37_0x01 - TaskID=10198,sendID=10198,recvcount=36400,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-46, wheelR=44, Algorithm=0, Ultrasonic=0
I1211 20:46:08.929953 432] [MCU] Process0x03_0x37_0x01 - TaskID=10199,sendID=10199,recvcount=36500,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=172, wheelR=-206, Algorithm=0, Ultrasonic=0
I1211 20:46:11.429966 432] [MCU] Process0x03_0x37_0x01 - TaskID=10200,sendID=10200,recvcount=36600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-472, wheelR=472, Algorithm=0, Ultrasonic=0
I1211 20:46:13.929726 432] [MCU] Process0x03_0x37_0x01 - TaskID=10202,sendID=10202,recvcount=36700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:46:16.430361 432] [MCU] Process0x03_0x37_0x01 - TaskID=10204,sendID=10204,recvcount=36800,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=202, wheelR=-200, Algorithm=0, Ultrasonic=0
I1211 20:46:18.929975 432] [MCU] Process0x03_0x37_0x01 - TaskID=10205,sendID=10205,recvcount=36900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:46:21.430359 432] [MCU] Process0x03_0x37_0x01 - TaskID=10206,sendID=10206,recvcount=37000,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-188, wheelR=194, Algorithm=0, Ultrasonic=0
I1211 20:46:23.930191 432] [MCU] Process0x03_0x37_0x01 - TaskID=10208,sendID=10208,recvcount=37100,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=160, wheelR=-140, Algorithm=0, Ultrasonic=0
I1211 20:46:26.430289 432] [MCU] Process0x03_0x37_0x01 - TaskID=10209,sendID=10209,recvcount=37200,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-436, wheelR=450, Algorithm=0, Ultrasonic=0
I1211 20:46:28.930320 432] [MCU] Process0x03_0x37_0x01 - TaskID=10210,sendID=10210,recvcount=37300,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=268, wheelR=-274, Algorithm=0, Ultrasonic=0
I1211 20:46:31.430541 432] [MCU] Process0x03_0x37_0x01 - TaskID=10211,sendID=10211,recvcount=37400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:46:33.930603 432] [MCU] Process0x03_0x37_0x01 - TaskID=10212,sendID=10212,recvcount=37500,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:46:36.431469 432] [MCU] Process0x03_0x37_0x01 - TaskID=10213,sendID=10213,recvcount=37600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:46:38.931186 432] [MCU] Process0x03_0x37_0x01 - TaskID=10225,sendID=10225,recvcount=37700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
